,ID,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
102,102,United States (Hawaii),various farms,"The 2022 Pacific Rim Coffee Summit,US02",Aloha Hills Kona Coffee,,Taiwan Coffee Laboratory,400-600,Ka'u,Isla Custom Coffees,4,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"November 15th, 2022",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.67,7.92,7.58,7.58,7.58,7.75,10,10,10,7.75,0,83.83,11.8,0,3,green,3,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
103,103,Colombia,La Gallera,"The 2022 Pacific Rim Coffee Summit,CO02",La Gallera,,Taiwan Coffee Laboratory,1800,Tolima,Oscar Javier Paez & Family,40,35 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"November 15th, 2022",PeiHsun Lin,Bourbon Sidra,Completed,Pulped natural / honey,7.67,7.92,7.67,7.58,7.67,7.67,10,10,10,7.58,0,83.75,10.6,0,0,greenish,1,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
104,104,Mexico,Finca Custepec,312,exportadora de cafe california,016-2028-0312,Exportadora Café California,1200,Chiapas,Armando Pohlenz,600,30 kg,Centro Agroecológico del Café A.C.,2022 / 2023,"April 5th, 2023",ANDREAS KUSSMAUL,Sarchimor,Completed,Washed / Wet,7.67,7.67,7.58,7.67,7.83,7.58,10,10,10,7.75,0,83.75,11.7,4,0,green,12,"April 4th, 2024",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092
105,105,Colombia,,,,,Coffee Quality Institute,,,,1,1 kg,Barista and Coffee Academy of Asia,2022,"September 26th, 2022",Coffee Quality Institute,,Completed,,7.83,7.75,7.5,7.58,7.67,7.67,10,10,10,7.67,0,83.67,12.4,1,0,greenish,9,"September 26th, 2023",Barista and Coffee Academy of Asia,"The Place Bldg., Tunasan, Muntinlupa City, Metro Manila ​Philippines",Rosario Cruz - +63 995 344 5688
106,106,Taiwan,永舜咖啡莊園,202203,yes,non,Yongshun,1250,"Caoling , Gukeng Township, Yunlin County",蘇甘永,50,2 kg,Blossom Valley International宸嶧國際,2022,"October 24th, 2022",Yongshun,SL34,Completed,Washed / Wet,7.67,7.67,7.75,7.75,7.5,7.67,10,10,10,7.67,0,83.67,10,0,0,bluish-green,0,"October 24th, 2023",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
107,107,Myanmar,Aromatic,"The 2022 Pacific Rim Coffee Summit,MM01",Aromatic,,Taiwan Coffee Laboratory,1400,South Shan State,Lim,100,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"November 15th, 2022",PeiHsun Lin,"Catimor,Catuai,Caturra,Bourbon",Completed,Natural / Dry,7.83,7.83,7.67,7.58,7.58,7.58,10,10,10,7.58,0,83.67,10.2,0,1,pale yellow,1,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
108,108,Taiwan,恆珊農場,A05-Northern Taiwan Specialty Coffee Evaluation,恆珊農場,,Taiwu Coffee Cooperative,200-400,新竹縣,羅以珊,1,13 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Pulped natural / honey,7.58,7.75,7.67,7.83,7.5,7.67,10,10,10,7.67,0,83.67,9.2,0,0,greenish,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
109,109,Honduras,Maria Bonita,"The 2022 Pacific Rim Coffee Summit,HN01","Cafe Organic Marcala, S.A. (COMSA)",,Taiwan Coffee Laboratory,1470,"San Jose, La Paz",Pedro Turcios,9,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"November 15th, 2022",Taiwan Coffee Laboratory 台灣咖啡研究室,Parainema,Completed,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.67,0,83.67,11.1,0,2,pale yellow,1,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
110,110,Taiwan,正源咖啡,A30-Northern Taiwan Specialty Coffee Evaluation,正源咖啡,,Taiwu Coffee Cooperative,250-400,新竹縣,彭文正,1,10 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Natural / Dry,7.58,7.67,7.5,7.75,7.75,7.67,10,10,10,7.67,0,83.58,8.4,0,0,green,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
111,111,Taiwan,"宋明光	蝙蝠洞莊園	蝙蝠洞莊園",A14-Northern Taiwan Specialty Coffee Evaluation,"宋明光	蝙蝠洞莊園	蝙蝠洞莊園",,Taiwu Coffee Cooperative,250-300,新竹縣,宋明光,1,10 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.58,7.75,7.58,7.75,7.58,7.67,10,10,10,7.67,0,83.58,9.1,0,0,green,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
112,112,Guatemala,SAN FRANCISCO COTZAL,P-4142,"INMOBILIARIA E INVERSIONES DOS MIL, S. A.",11/441/50,Asociación Nacional del Cafe,1600,QUICHE,SAN FRANCISCO COTZAL,275,69 kg,Asociacion Nacional Del Café,2021 / 2022,"May 19th, 2022",Angelica Paola Citan Lopez,Caturra,Completed,Washed / Wet,7.58,7.83,7.58,7.67,7.58,7.58,10,10,10,7.75,0,83.58,10.9,0,2,green,4,"May 19th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -
113,113,Honduras,varias,AMNI-22-6011-1,Beneficio seco,13-167-471,Cafe Organico Marcala S.A de C.V.,1400,Marcala,comsa,260,69 kg,Instituto Hondureño del Café,2021 / 2022,"August 17th, 2022",Eliud Hernandez Gonzales,SHG,Completed,Washed / Wet,7.75,7.67,7.58,7.58,7.58,7.67,10,10,10,7.67,0,83.5,11.2,0,1,green,5,"August 17th, 2023",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042
114,114,Colombia,La fortaleza,3-0104-00202 Popayán Supremo,Trilladora Pubenza,3-0104-00202,Cafe Colsuaves,1700,Popayán Cauca,La fortaleza,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2022,"January 18th, 2023",pablo velosa,Caturra,Completed,Washed / Wet,7.75,7.75,7.5,7.58,7.83,7.5,10,10,10,7.58,0,83.5,12.2,0,0,bluish-green,2,"January 18th, 2024",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
115,115,Thailand,Doi Tung Development Project,BOURBON 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1200 - 1580,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Bourbon,Completed,Washed / Wet,7.42,7.83,7.58,7.67,7.67,7.75,10,10,10,7.58,0,83.5,13.1,0,0,green,0,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
116,116,Ethiopia,YHAENU PLC FARM,1,GUJI COFFEE EXPORT P.L.C,,yhaenu plc,1700,OROMIA,YHAENU PLC,320,19200 kg,METAD Agricultural Development plc,2021 / 2022,"November 30th, 2022",YHAENU PLC,Ethiopian Heirlooms,Completed,Washed / Wet,7.42,7.42,7.42,8,7.92,7.67,10,10,10,7.67,0,83.5,10.4,0,1,greenish,11,"November 30th, 2023",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196"
117,117,Thailand,Doi Nan,CQU2022011,Doi Nan,,Coffee Quality Union,1450,Suan Ya Lung,Chalerm,5,2 kg,Japan Coffee Exchange,2022,"June 16th, 2022",Coffee Quality Union,Java,Completed,Washed / Wet,7.67,7.67,7.5,7.67,7.58,7.67,10,10,10,7.67,0,83.42,11.6,0,2,green,0,"June 16th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
118,118,Uganda,Bugisu Shamba,035/170/5021210,Kawacom,,Kawacom uganda LTD,1400 - 1900,Mt Elgon,Kawacom Uganda Ltd,150,60 kg,Uganda Coffee Development Authority,2021 / 2022,"July 7th, 2022",Kawacom Uganda LTD,SL14,Completed,Washed / Wet,7.75,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,0,83.42,10.1,0,0,green,3,"July 7th, 2023",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119
119,119,Taiwan,香香久溢咖啡莊園,"The 2022 Pacific Rim Coffee Summit,T022",香香久溢咖啡莊園,,Taiwan Coffee Laboratory,1100,Chiayi,吳昭昀,1,40 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"November 15th, 2022",Wu Jhao Yun,Typica + SL34,Completed,Washed / Wet,7.75,7.92,7.67,7.92,7.75,7.83,8.67,10,10,7.92,0,83.42,10.1,0,0,blue-green,0,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
120,120,Uganda,Masereka William,7969,Dry Mill,Nov-35,Kyagalanyi Coffee Limited,1905,Rwenzori,Kyagalanyi coffee limited,320,60 kg,Uganda Coffee Development Authority,2021 / 2022,"September 1st, 2022",KYAGALANYI COFFEE LIMITED,SL14,Completed,Washed / Wet,7.75,7.67,7.58,7.5,7.67,7.5,10,10,10,7.67,0,83.33,11.1,0,0,green,5,"September 1st, 2023",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119
121,121,Taiwan,四分子道,A04-Northern Taiwan Specialty Coffee Evaluation,四分子道,,Taiwu Coffee Cooperative,200-300,新竹縣,林士傑,1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.58,7.67,7.5,7.75,7.5,7.58,10,10,10,7.75,0,83.33,9.7,0,0,greenish,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
122,122,Guatemala,MI CAFECITO & LA PROVIDENCIA,1,MI CAFECITO + AGUA SANTA LA PROVIDENCIA + AGUA SANTA,,Mr.Brown Cafe,1280-1325,NEW ORIENTE & HUEHUETENANGO,500 PRODUCERS,320,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"December 30th, 2022",MR.BROWN CAFE,"MARSELLESA, CATUAI, CATURRA & MARSELLESA, ANACAFE 14, CATUAI",Completed,Washed / Wet,7.5,7.75,7.58,7.75,7.67,7.58,10,10,10,7.5,0,83.33,11.4,0,0,green,0,"December 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
123,123,Taiwan,木華莊園,A21-Northern Taiwan Specialty Coffee Evaluation,木華莊園,,Taiwu Coffee Cooperative,300,桃園市,簡進財,1,80 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Washed / Wet,7.58,7.67,7.58,7.75,7.42,7.58,10,10,10,7.75,0,83.33,9.6,0,0,green,1,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
124,124,Colombia,El Laurel,1,Hulling facility,,Minka coffee company LTD,1100,Sierra Nevada de Santa Marta,Eric SELLIN,2,1 kg,FABB Academy of Coffee,2021 / 2022,"September 30th, 2022",piradaPKPL,Caturra,Completed,Washed / Wet,7.67,7.67,7.42,7.75,7.5,7.75,10,10,10,7.58,0,83.33,13.5,0,0,greenish,0,"September 30th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
125,125,Costa Rica,Gamboa Farm,12074,Beneficio Montañas del Diamante,5-0025-0130,CECA S.A.,1850,Tarrazu,Martin Gutierrez,320,69 kg,Specialty Coffee Association of Costa Rica,2022 / 2023,"April 19th, 2023",Joselyn Morales Quesada,Caturra,Completed,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.75,10,10,10,7.67,0,83.33,0,0,0,green,3,"April 18th, 2024",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
126,126,Taiwan,東泓咖啡莊園,"The 2022 Pacific Rim Coffee Summit,T019",東泓咖啡莊園,,Taiwan Coffee Laboratory,750,Yunlin,陳善東,1,100 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"November 15th, 2022",CHEN SHAN DONG 陳善東,SL34,Completed,Washed / Wet,7.75,7.83,7.58,7.58,7.58,7.5,10,10,10,7.5,0,83.33,10.7,0,0,blue-green,1,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
127,127,Thailand,Doi Tung Development Project,TYPICA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1300-1500,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Typica,Completed,Washed / Wet,7.92,7.92,7.75,7.33,7.58,7.5,10,10,10,7.33,0,83.33,12.3,0,0,yellow-green,16,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
128,128,"Tanzania, United Republic Of",MASHIMA AMCOS,CN 4127220163/4189220459,GOURMET COFFEE MILL,033/0010/032,DORMAN TANZANIA LTD,1400-1700,KILIMANJARO,DORMAN TANZANIA LTD,320,60 kg,Kenya Coffee Traders Association,2022 / 2023,"January 3rd, 2023",Gilbert Maina,Bourbon,Completed,Washed / Wet,7.92,7.67,7.42,7.5,7.67,7.58,10,10,10,7.5,0,83.25,10.4,0,0,greenish,8,"January 3rd, 2024",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
129,129,Brazil,Fazenda Conquista e Capoeirinha,004/22,Dry mill,,Ipanema Coffees,950,Sul de Minas,Ipanema Agrícola SA,960,60 kg,Brazil Specialty Coffee Association,2022 / 2023,"February 13th, 2023",Ipanema Coffees,Mundo Novo,Completed,Natural / Dry,7.58,7.5,7.5,7.83,7.67,7.5,10,10,10,7.67,0,83.25,11.6,0,0,green,4,"February 13th, 2024",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705
130,130,Taiwan,棒棒有機農場,A41-Northern Taiwan Specialty Coffee Evaluation,棒棒有機農場,,Taiwu Coffee Cooperative,1100-1200,苗栗縣,林木青,1,320 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Washed / Wet,7.75,7.75,7.58,7.67,7.42,7.5,10,10,10,7.58,0,83.25,9.6,0,0,green,1,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
131,131,Colombia,Buenos Aires,CQU2023003,Buenos Aires,,Coffee Quality Union,1390,Quindio,Chucho Bedoya,2,12 kg,Japan Coffee Exchange,2022,"April 7th, 2023",Coffee Quality Union,"Red Bourbon,Caturra",Completed,Anaerobico 1000h,7.67,7.67,7.58,7.67,7.58,7.58,10,10,10,7.5,0,83.25,10.9,0,0,brownish,2,"April 6th, 2024",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
132,132,Honduras,La Bendicion,"The 2022 Pacific Rim Coffee Summit,HN03","COMSA (Cafe Organic Marcala, S.A)",,Taiwan Coffee Laboratory,1600,"Marcala, La Paz",Joaquin Suazo,9,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"November 15th, 2022",Taiwan Coffee Laboratory 台灣咖啡研究室,Lempira,Completed,Washed / Wet,7.67,7.75,7.67,7.58,7.5,7.58,10,10,10,7.5,0,83.25,10.5,0,0,bluish-green,3,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
133,133,Honduras,varias,AMNI-22-6011-2,Beneficio seco,13-167-471-2,Cafe Organico Marcala S.A de C.V.,1400,Marcala,comsa,260,69 kg,Instituto Hondureño del Café,2021 / 2022,"August 17th, 2022",Eliud Hernandez Gonzales,Catuai,Completed,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0,83.25,11.3,0,1,green,5,"August 17th, 2023",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042
134,134,Taiwan,蜜多莊園,A35-Northern Taiwan Specialty Coffee Evaluation,蜜多莊園,,Taiwu Coffee Cooperative,200-300,新竹縣,張新榮,1,16 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Natural / Dry,7.75,7.75,7.5,7.75,7.5,7.42,10,10,10,7.5,0,83.17,9.7,0,0,greenish,2,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
135,135,Taiwan,迎曦山丘,A20-Northern Taiwan Specialty Coffee Evaluation,迎曦山丘,,Taiwu Coffee Cooperative,340,苗栗縣,翁召安,1,100 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Washed / Wet,7.67,7.67,7.5,7.58,7.58,7.5,10,10,10,7.67,0,83.17,11.8,0,0,blue-green,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
136,136,Laos,Nongluang Bolaven Plateau,DCN03.11.2022,Dao Heuang Group,,Dao Heuang Group,1200 - 1300,"Nongluang Bolaven Plateau, Champasack, Lao PDR",Dao Heuang Group,26,60 kg,Specialty Coffee Association of Indonesia,2022,"December 30th, 2022",Dao Heuang Group,Catimor,Completed,Natural / Dry,7.67,7.75,7.33,7.67,7.58,7.5,10,10,10,7.58,0,83.08,11.8,0,0,brownish,7,"December 30th, 2023",Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl. Harsono RM No. 3, Ragunan, South Jakarta, Jakarta",Mr. Michael Utama or Mr. Andi Fachri - 081382657727 / 087789140881
137,137,Honduras,La Cuchilla,187,CIGRAH,13-111-059,CIGRAH,1368,"Centro, Lagunetillas - Ajuterique, Comayagua",Fausto Nahun Maldonado,250,69 kg,Instituto Hondureño del Café,2021 / 2022,"May 23rd, 2022",Comercial Internacional de Granos de Honduras SA de CV,Catuai,Completed,Washed / Wet,7.67,7.67,7.5,7.58,7.58,7.5,10,10,10,7.58,0,83.08,10.6,0,2,green,7,"May 23rd, 2023",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042
